restaurant_name,neighborhood,cuisine_type,place_url,reviewer_name,rating,review_text,review_text_translated,review_length,published_date,published_timestamp,likes_count,reviewer_total_reviews,is_local_guide,owner_response,review_id,review_url
Mission Ceviche,Upper East Side,Peruvian,"https://www.google.com/maps/place/Mission+Ceviche/@40.7722267,-73.9567762,15.25z/data=!4m12!1m2!2m1!1sUpper+East+Side+restaurants!3m8!1s0x89c259a1b1cb7311:0xf3889e5221730682!8m2!3d40.7691005!4d-73.9578631!9m1!1b1!15sChtVcHBlciBFYXN0IFNpZGUgcmVzdGF1cmFudHNaHSIbdXBwZXIgZWFzdCBzaWRlIHJlc3RhdXJhbnRzkgETcGVydXZpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOYWIyWnBRVWhCRUFFqgFVEAEqDyILcmVzdGF1cmFudHMoADIfEAEiG_KPfi-k_dVNgnKFMxu6E2RmvwNHx3TqlrWUWDIfEAIiG3VwcGVyIGVhc3Qgc2lkZSByZXN0YXVyYW50c-ABAPoBBAg_EEQ!16s%2Fg%2F11hyn1xw82?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",,4,"Went on a date with someone who never had Peruvian before, she tells me she really liked it. I Found the food okay, I found the food lacking more flavour. The presentation was good, the atmosphere is great and the customer service was really good.",,247,2025-10-07T00:43:31.533Z,4 hours ago,0,24,True,"Hey Ian, 

Thank you for visiting us! We're happy to hear your date enjoyed the Peruvian cuisine. We appreciate your feedback on the flavors and will keep working on enhancing our dishes.

Looking forward to welcoming you back soon!

The Mission Ceviche Upper East Side Team",,
Mission Ceviche,Upper East Side,Peruvian,"https://www.google.com/maps/place/Mission+Ceviche/@40.7722267,-73.9567762,15.25z/data=!4m12!1m2!2m1!1sUpper+East+Side+restaurants!3m8!1s0x89c259a1b1cb7311:0xf3889e5221730682!8m2!3d40.7691005!4d-73.9578631!9m1!1b1!15sChtVcHBlciBFYXN0IFNpZGUgcmVzdGF1cmFudHNaHSIbdXBwZXIgZWFzdCBzaWRlIHJlc3RhdXJhbnRzkgETcGVydXZpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOYWIyWnBRVWhCRUFFqgFVEAEqDyILcmVzdGF1cmFudHMoADIfEAEiG_KPfi-k_dVNgnKFMxu6E2RmvwNHx3TqlrWUWDIfEAIiG3VwcGVyIGVhc3Qgc2lkZSByZXN0YXVyYW50c-ABAPoBBAg_EEQ!16s%2Fg%2F11hyn1xw82?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",,5,,,0,2025-10-07T00:06:36.680Z,4 hours ago,0,1,False,"Hey Jeremy! Thanks a million for the fantastic 5-star review! We’re so happy you had a lovely time with us. Can’t wait to see you back soon—don’t forget to swing by our bar for more good vibes!  
The Mission Ceviche Upper East Side Team",,
Mission Ceviche,Upper East Side,Peruvian,"https://www.google.com/maps/place/Mission+Ceviche/@40.7722267,-73.9567762,15.25z/data=!4m12!1m2!2m1!1sUpper+East+Side+restaurants!3m8!1s0x89c259a1b1cb7311:0xf3889e5221730682!8m2!3d40.7691005!4d-73.9578631!9m1!1b1!15sChtVcHBlciBFYXN0IFNpZGUgcmVzdGF1cmFudHNaHSIbdXBwZXIgZWFzdCBzaWRlIHJlc3RhdXJhbnRzkgETcGVydXZpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOYWIyWnBRVWhCRUFFqgFVEAEqDyILcmVzdGF1cmFudHMoADIfEAEiG_KPfi-k_dVNgnKFMxu6E2RmvwNHx3TqlrWUWDIfEAIiG3VwcGVyIGVhc3Qgc2lkZSByZXN0YXVyYW50c-ABAPoBBAg_EEQ!16s%2Fg%2F11hyn1xw82?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",,5,,,0,2025-10-06T21:19:06.060Z,7 hours ago,0,2,False,"Hey Fiorella! Thanks a million for the fantastic 5-star review! We're so happy you enjoyed your time with us. Can’t wait to welcome you back soon for more good vibes and delicious meals! 
The Mission Ceviche Upper East Side Team",,
Mission Ceviche,Upper East Side,Peruvian,"https://www.google.com/maps/place/Mission+Ceviche/@40.7722267,-73.9567762,15.25z/data=!4m12!1m2!2m1!1sUpper+East+Side+restaurants!3m8!1s0x89c259a1b1cb7311:0xf3889e5221730682!8m2!3d40.7691005!4d-73.9578631!9m1!1b1!15sChtVcHBlciBFYXN0IFNpZGUgcmVzdGF1cmFudHNaHSIbdXBwZXIgZWFzdCBzaWRlIHJlc3RhdXJhbnRzkgETcGVydXZpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOYWIyWnBRVWhCRUFFqgFVEAEqDyILcmVzdGF1cmFudHMoADIfEAEiG_KPfi-k_dVNgnKFMxu6E2RmvwNHx3TqlrWUWDIfEAIiG3VwcGVyIGVhc3Qgc2lkZSByZXN0YXVyYW50c-ABAPoBBAg_EEQ!16s%2Fg%2F11hyn1xw82?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",,4,,,0,2025-10-06T02:03:13.166Z,a day ago,0,1,False,"Hey Gemma! Thanks for the 4-star love! We're happy you joined us at our restaurant and hope you had a lovely experience. Can't wait to welcome you back soon for more great meals and good vibes!

The Mission Ceviche Upper East Side Team",,
Mission Ceviche,Upper East Side,Peruvian,"https://www.google.com/maps/place/Mission+Ceviche/@40.7722267,-73.9567762,15.25z/data=!4m12!1m2!2m1!1sUpper+East+Side+restaurants!3m8!1s0x89c259a1b1cb7311:0xf3889e5221730682!8m2!3d40.7691005!4d-73.9578631!9m1!1b1!15sChtVcHBlciBFYXN0IFNpZGUgcmVzdGF1cmFudHNaHSIbdXBwZXIgZWFzdCBzaWRlIHJlc3RhdXJhbnRzkgETcGVydXZpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOYWIyWnBRVWhCRUFFqgFVEAEqDyILcmVzdGF1cmFudHMoADIfEAEiG_KPfi-k_dVNgnKFMxu6E2RmvwNHx3TqlrWUWDIfEAIiG3VwcGVyIGVhc3Qgc2lkZSByZXN0YXVyYW50c-ABAPoBBAg_EEQ!16s%2Fg%2F11hyn1xw82?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",,5,Data was great! Will definitely come back,,41,2025-10-06T00:46:13.129Z,a day ago,0,0,False,"Hello! Thank you so much for your kind words! We're so happy to hear you enjoyed your time with us. Your support means the world, and we can't wait to welcome you back for more good times at our restaurant! The Mission Ceviche Upper East Side Team",,
Mission Ceviche,Upper East Side,Peruvian,"https://www.google.com/maps/place/Mission+Ceviche/@40.7722267,-73.9567762,15.25z/data=!4m12!1m2!2m1!1sUpper+East+Side+restaurants!3m8!1s0x89c259a1b1cb7311:0xf3889e5221730682!8m2!3d40.7691005!4d-73.9578631!9m1!1b1!15sChtVcHBlciBFYXN0IFNpZGUgcmVzdGF1cmFudHNaHSIbdXBwZXIgZWFzdCBzaWRlIHJlc3RhdXJhbnRzkgETcGVydXZpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOYWIyWnBRVWhCRUFFqgFVEAEqDyILcmVzdGF1cmFudHMoADIfEAEiG_KPfi-k_dVNgnKFMxu6E2RmvwNHx3TqlrWUWDIfEAIiG3VwcGVyIGVhc3Qgc2lkZSByZXN0YXVyYW50c-ABAPoBBAg_EEQ!16s%2Fg%2F11hyn1xw82?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",,5,,,0,2025-10-06T00:17:50.637Z,a day ago,0,3,False,"Hey Malcolm! Thanks a million for the fantastic 5-star review! We're so happy you enjoyed your time with us. Can't wait to see you back soon—don’t forget to swing by our bar for some more good vibes! 
The Mission Ceviche Upper East Side Team",,
Mission Ceviche,Upper East Side,Peruvian,"https://www.google.com/maps/place/Mission+Ceviche/@40.7722267,-73.9567762,15.25z/data=!4m12!1m2!2m1!1sUpper+East+Side+restaurants!3m8!1s0x89c259a1b1cb7311:0xf3889e5221730682!8m2!3d40.7691005!4d-73.9578631!9m1!1b1!15sChtVcHBlciBFYXN0IFNpZGUgcmVzdGF1cmFudHNaHSIbdXBwZXIgZWFzdCBzaWRlIHJlc3RhdXJhbnRzkgETcGVydXZpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOYWIyWnBRVWhCRUFFqgFVEAEqDyILcmVzdGF1cmFudHMoADIfEAEiG_KPfi-k_dVNgnKFMxu6E2RmvwNHx3TqlrWUWDIfEAIiG3VwcGVyIGVhc3Qgc2lkZSByZXN0YXVyYW50c-ABAPoBBAg_EEQ!16s%2Fg%2F11hyn1xw82?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",,4,Great food and service was impeccable,,37,2025-10-05T23:49:22.432Z,a day ago,0,4,False,"Hey Renaud, 

Thank you so much for your wonderful feedback! We're so glad you enjoyed your meal and felt well taken care of. It means a lot to us.

Can't wait to welcome you back for another lovely experience!

The Mission Ceviche Upper East Side Team",,
Mission Ceviche,Upper East Side,Peruvian,"https://www.google.com/maps/place/Mission+Ceviche/@40.7722267,-73.9567762,15.25z/data=!4m12!1m2!2m1!1sUpper+East+Side+restaurants!3m8!1s0x89c259a1b1cb7311:0xf3889e5221730682!8m2!3d40.7691005!4d-73.9578631!9m1!1b1!15sChtVcHBlciBFYXN0IFNpZGUgcmVzdGF1cmFudHNaHSIbdXBwZXIgZWFzdCBzaWRlIHJlc3RhdXJhbnRzkgETcGVydXZpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOYWIyWnBRVWhCRUFFqgFVEAEqDyILcmVzdGF1cmFudHMoADIfEAEiG_KPfi-k_dVNgnKFMxu6E2RmvwNHx3TqlrWUWDIfEAIiG3VwcGVyIGVhc3Qgc2lkZSByZXN0YXVyYW50c-ABAPoBBAg_EEQ!16s%2Fg%2F11hyn1xw82?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",,5,,,0,2025-10-05T23:13:50.552Z,a day ago,0,2,False,"Hello Elim! Thanks a million for the fantastic 5-star review! We're so happy you enjoyed your time with us. Can’t wait to see you back soon—don’t forget to swing by our bar for some more good times!  
The Mission Ceviche Upper East Side Team",,
Mission Ceviche,Upper East Side,Peruvian,"https://www.google.com/maps/place/Mission+Ceviche/@40.7722267,-73.9567762,15.25z/data=!4m12!1m2!2m1!1sUpper+East+Side+restaurants!3m8!1s0x89c259a1b1cb7311:0xf3889e5221730682!8m2!3d40.7691005!4d-73.9578631!9m1!1b1!15sChtVcHBlciBFYXN0IFNpZGUgcmVzdGF1cmFudHNaHSIbdXBwZXIgZWFzdCBzaWRlIHJlc3RhdXJhbnRzkgETcGVydXZpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOYWIyWnBRVWhCRUFFqgFVEAEqDyILcmVzdGF1cmFudHMoADIfEAEiG_KPfi-k_dVNgnKFMxu6E2RmvwNHx3TqlrWUWDIfEAIiG3VwcGVyIGVhc3Qgc2lkZSByZXN0YXVyYW50c-ABAPoBBAg_EEQ!16s%2Fg%2F11hyn1xw82?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",,3,I’m thoroughly confused why this restaurant has so much hype around it. It was meh at best. I should warn everyone do not order any of their pisco sour unless you like to suck on lemons. The employees were nice but they charged us for a side we didn’t order. This place is a skip imo,,283,2025-10-05T02:11:14.624Z,2 days ago,0,20,True,"Hey Jennifer, 

Thank you for taking the time to share your experience. We're sorry to hear that we didn't meet your expectations this time. Your feedback means a lot to us as we strive to improve.
We would love another chance to impress you in the future!

The Mission Ceviche Upper East Side Team",,
Mission Ceviche,Upper East Side,Peruvian,"https://www.google.com/maps/place/Mission+Ceviche/@40.7722267,-73.9567762,15.25z/data=!4m12!1m2!2m1!1sUpper+East+Side+restaurants!3m8!1s0x89c259a1b1cb7311:0xf3889e5221730682!8m2!3d40.7691005!4d-73.9578631!9m1!1b1!15sChtVcHBlciBFYXN0IFNpZGUgcmVzdGF1cmFudHNaHSIbdXBwZXIgZWFzdCBzaWRlIHJlc3RhdXJhbnRzkgETcGVydXZpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOYWIyWnBRVWhCRUFFqgFVEAEqDyILcmVzdGF1cmFudHMoADIfEAEiG_KPfi-k_dVNgnKFMxu6E2RmvwNHx3TqlrWUWDIfEAIiG3VwcGVyIGVhc3Qgc2lkZSByZXN0YXVyYW50c-ABAPoBBAg_EEQ!16s%2Fg%2F11hyn1xw82?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",,5,,,0,2025-10-05T01:32:33.532Z,2 days ago,0,1,False,"Hey Sara! Thanks a million for the fantastic 5-star review! We're so glad you enjoyed your time with us. Can't wait to see you back soon at our bar!  
The Mission Ceviche Upper East Side Team",,
